"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","hcc1806_mean","hcc1806_sd","mcf7_mean","mcf7_sd","mdam_mean","mdam_sd","mcf10a_mean","mcf10a_sd","mcf10_fc_mdamb231","mcf10_fc_mcf7","mcf10_fc_hcc","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"445","Q9H267",336,440.5,398.8,312,563.1,676.1,787.3,662.2,1164.3,1296.4,1406.6,1209.7,711.3,816.6,663,417.2,"Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2",371.825,58.6127616934515,1269.25,106.712776492165,652.025,169.176128635219,672.175,91.7715051999621,0.970022687544166,1.88827314315468,0.553166958009447,0.51370888319874,1.75358031331944,0.970022687544166,3.41356821085188,1.88827314315468,0.553166958009447,0.013224572329966,5.78031925768663e-07,0.0205030562218037,4.17494478628377e-05,0.994199156416269,2.99810541934953e-05,"Up in MCF7","Up in MDAMB231","ns","Up in MCF7","Up in MCF7","Up in MCF10A"
"446","P20591",192.3,169.2,165.5,163.8,107,59.7,82.7,78.2,151,121.1,107,116.2,173.8,107,206.2,94.8,"Interferon-induced GTP-binding protein Mx1 OS=Homo sapiens OX=9606 GN=MX1 PE=1 SV=4",172.7,13.2597134207342,123.825,19.0361717089685,145.45,53.3482583283341,81.9,19.4694632694381,1.77594627594628,1.51190476190476,2.10866910866911,1.17464163133454,0.842211928199189,1.77594627594628,0.71699478865084,1.51190476190476,2.10866910866911,0.00598338772463891,0.164149717753344,0.605426167091495,0.265686970328426,0.0534630236756057,0.753927629961094,"ns","ns","ns","ns","ns","Up in HCC1806"
"447","Q9BRX8",3198.9,7233.5,6491.8,2513.4,1580.1,1662.1,1916.7,1582.6,1649.1,1737.7,1779.1,1686.3,1576.2,2826.7,1548.5,1961.8,"Peroxiredoxin-like 2A OS=Homo sapiens OX=9606 GN=PRXL2A PE=1 SV=3",4859.4,2349.613927152,1713.05,57.0829513369213,1978.3,596.229055537104,1685.375,158.848468149156,1.17380404954387,1.01642067789068,2.88327523548172,1.15484078106302,0.407107873400008,1.17380404954387,0.352522945219574,1.01642067789068,2.88327523548172,0.014076912046609,0.0148937845396205,0.0255873994353621,0.999987267211869,0.985687514626224,0.989270137397113,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"448","P13987",15635.5,14207.7,15908.9,14030.6,11493.9,10055.5,9397,11382.8,3162.3,3599.3,3139.6,4166.8,8064.4,6689.4,6953.5,5997.4,"CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1",14945.675,963.609583372159,3517,482.098254162641,6926.175,859.260962979234,10582.3,1025.38921715935,0.654505636770834,0.332347410298328,1.41232766033849,1.96934176855274,0.463423364953406,0.654505636770834,0.235318913331114,0.332347410298328,1.41232766033849,5.70285703712647e-05,1.69151470608142e-09,8.68936781417418e-08,3.60307575109076e-07,0.000304192082051791,0.000568504344463538,"Up in MDAMB231","Up in HCC1806","Up in MCF10A","Up in HCC1806","Up in MCF10A","Up in HCC1806"
"449","P20073",20265.9,12774.8,15404.2,17537.9,11476.8,11109.5,8768.8,12288.7,13023.3,13139.8,14103.1,13609.7,11940,11083.7,10852.2,11994.9,"Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3",16495.7,3179.99255449862,13468.975,492.91663510848,11467.7,585.178998256089,10910.95,1510.69630855002,1.05102672086299,1.23444567155014,1.51184818920442,0.851415939223289,0.695193292797517,1.05102672086299,0.816514303727638,1.23444567155014,1.51184818920442,0.00426075869065468,0.135075555703871,0.00905361165857832,0.238260951729829,0.970860104765209,0.42937299521457,"ns","Up in HCC1806","ns","ns","ns","Up in HCC1806"
"450","Q9HC52",826,835.3,833.3,628.8,566.9,614.3,570.7,560.4,672.8,581.6,635.1,698.7,702.3,656.5,595.8,604,"Chromobox protein homolog 8 OS=Homo sapiens OX=9606 GN=CBX8 PE=1 SV=3",780.85,101.445436894257,647.05,50.8504015061173,639.65,49.6745743145659,578.075,24.5216061192302,1.1065173204169,1.11931842753968,1.35077628335424,0.988563480411097,0.819171415764872,1.1065173204169,0.828648267913172,1.11931842753968,1.35077628335424,0.00326062853295039,0.0476355412015459,0.0357202075809968,0.443107526479934,0.534447537732254,0.998286789481973,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"451","Q9UBQ7",1320.8,1252.7,1225.6,2050.6,2278.9,2793.9,2161.6,2465.8,1859.1,2209.6,2001.6,2047.2,2383.5,1761.4,2644.8,2151.8,"Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1",1462.425,394.156537220091,2029.375,144.411227056625,2235.375,374.702961246194,2425.05,275.968965646502,0.921785117832622,0.836838415702769,0.603049421661409,1.10150908530952,1.52853992512437,0.921785117832622,1.38767800058123,0.836838415702769,0.603049421661409,0.0045622115598265,0.100255014903985,0.0202021294380764,0.326081658856443,0.826883170894114,0.789854270043837,"ns","Up in MDAMB231","ns","ns","ns","Up in MCF10A"
"452","P37235",1828.3,2002.8,1594.1,3418.6,4283.4,5874.2,5047.4,3770.2,2285.8,2844.4,2443.1,2604.8,7369.6,6232.4,9556.8,12206.3,"Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3",2210.95,822.327973904978,2544.525,238.595716292924,8841.275,2633.59230883724,4743.8,918.303188857943,1.86375374172604,0.536389603271639,0.466071503857667,3.47462689500005,3.99885795698682,1.86375374172604,1.15087405866257,0.536389603271639,0.466071503857667,0.118801579472171,0.987723203905849,0.000166023217846201,0.198003006482883,0.00866927645990312,0.000267931534195132,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"453","P00403",2096.3,2959.1,3064.6,2159.7,5736.8,4246.4,7259.7,5073.8,4264.6,4775.3,7446.8,3956.9,2488.5,4091.8,2445,3217.9,"Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1",2569.925,512.759114172207,5110.9,1593.42355323373,3060.8,773.386134691677,5579.175,1275.50029498233,0.548611577876657,0.916067339705243,0.460628139465064,0.598876910133245,1.1910075196747,0.548611577876657,1.9887350798175,0.916067339705243,0.460628139465064,0.0117830192711726,0.0331509190437138,0.923948407147025,0.932966888650899,0.0348416923924499,0.0957738025332548,"ns","ns","Up in MCF10A","Up in MCF7","ns","Up in MCF10A"
"454","P27694",2991.6,3248.5,3523.4,3076.8,4384.4,4309.4,5256,4618.9,4192.5,4014.2,5278.3,4580.3,5025.3,6246.5,5306.4,4267.1,"Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2",3210.075,234.62209863239,4516.325,560.265070450289,5211.325,817.881957151112,4642.175,429.926353189318,1.12260416722765,0.972889863049109,0.691502366886212,1.15388617958185,1.62342780153112,1.12260416722765,1.4069219566521,0.972889863049109,0.691502366886212,0.0148713862082707,0.0261447955428707,0.00125123398846416,0.987884717885642,0.491367180062147,0.329603583691214,"ns","Up in MDAMB231","ns","Up in MCF7","ns","Up in MCF10A"
"455","O60231",1796.1,1914.3,1935.6,1825,1496.8,1543.5,1665.9,1552.7,2085.2,1858.1,1978,2053.8,2232.5,1883.8,2162.5,2208,"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2",1867.75,67.6555245342167,1993.775,101.024893796859,2121.7,161.230042692628,1564.725,71.752555122913,1.3559571170653,1.2742015370113,1.19366022783556,1.06416220486263,1.13596573417213,1.3559571170653,1.06747423370365,1.2742015370113,1.19366022783556,0.00827081066796476,0.382907528728387,0.0256725785572104,0.000526489107371075,4.55152234831724e-05,0.370795296973548,"ns","ns","Up in MDAMB231","ns","Up in MCF7","ns"
"456","Q96EK6",1873.2,1601.7,1661,2223.2,3410.6,3752,2945.6,3217.4,3135.2,3214.7,3589,3242.5,1888.6,1373.2,2424.5,2880.1,"Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1",1839.775,280.934255357607,3295.35,200.977519472535,2141.6,653.162108515183,3331.4,339.123694247394,0.6428528546557,0.989178723659723,0.552252806627844,0.649885444641692,1.16405538720767,0.6428528546557,1.79117011591091,0.989178723659723,0.552252806627844,0.00111607773195133,0.00136841296249979,0.724555891932851,0.999253657573637,0.00648943950415071,0.00806346735897123,"Up in MCF7","ns","Up in MCF10A","Up in MCF7","ns","Up in MCF10A"
"457","Q05655",2264.4,2614.6,2697.3,1422.1,1140.2,1240.3,1303,1061.2,2462.6,2107.5,3504.7,2652.2,2679,2444.1,2227.2,2381.3,"Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD PE=1 SV=2",2249.6,582.705065477668,2681.75,593.270508846232,2432.9,187.674985013986,1186.175,106.94242609928,2.05104643075432,2.26083840917234,1.89651611271524,0.907206115409714,1.08148115220484,2.05104643075432,1.19210081792319,2.26083840917234,1.89651611271524,0.0197656369575936,0.50985967976894,0.929027302146337,0.00172342931604452,0.00689561384785076,0.844319939507871,"ns","ns","Up in MDAMB231","ns","Up in MCF7","Up in HCC1806"
"458","P51991",44717.7,47782.1,43108.5,65577.1,29795.1,37471.4,26557.3,27230,35888.1,44582.7,35313.3,38540,25676.4,22589.5,33387.9,26555.2,"Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",50296.35,10369.9774520809,38581.025,4240.7411925865,27052.25,4553.26331363928,30263.45,5003.70734722432,0.89389180678343,1.27483895590225,1.66195030639269,0.701180178598158,0.537857120844753,0.89389180678343,0.767074052093243,1.27483895590225,1.66195030639269,0.00468117957698211,0.104809646231857,0.00146261957060834,0.320909927759464,0.897430939450243,0.111998617350742,"ns","Up in HCC1806","ns","ns","ns","Up in HCC1806"
"459","Q9NQ50",706.3,875,926.4,677.4,1337.7,1003.9,1403,1368.3,1327.6,1104.5,1230.9,1176.1,1148.9,1079.6,927.2,761.8,"39S ribosomal protein L40, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL40 PE=1 SV=1",796.275,122.959217493715,1209.775,94.0670461249138,979.375,172.089983729443,1278.225,184.818638580276,0.766199221576796,0.946449177570459,0.622953705333568,0.80955136285673,1.22994568459389,0.766199221576796,1.51929295783492,0.946449177570459,0.622953705333568,0.00294594421869188,0.00903688962201288,0.342792638573279,0.912265344046711,0.0609599272666896,0.17839571529528,"ns","ns","ns","Up in MCF7","ns","Up in MCF10A"
"460","Q9Y2T3",1497.8,1597,1705.5,674.3,447.1,542.2,354.6,511.9,629.6,566.3,453.1,490,517.3,306.2,671.4,795,"Guanine deaminase OS=Homo sapiens OX=9606 GN=GDA PE=1 SV=1",1368.65,470.607157474965,534.75,78.8695336193472,572.475,210.752767874272,463.95,82.9931924919147,1.23391529259618,1.15260265114775,2.94999461148831,1.07054698457223,0.418277134402513,1.23391529259618,0.390713476783692,1.15260265114775,2.94999461148831,0.00196393897041425,0.00371200423222495,0.00524171652090688,0.980569980685526,0.935865209011355,0.996917680712405,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"461","P46821",2063.4,1530.4,1551.3,2084.4,3008.5,3435.8,2734.4,3110.9,3097.9,2982.8,2594.8,2805.6,9728.6,9219.9,6936.2,5510.1,"Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2",1807.375,307.994159847228,2870.275,219.502731569944,7848.7,1976.18484796674,3072.4,289.75220447824,2.55458273662284,0.934212667621403,0.588261619580784,2.73447666164392,4.34259630679853,2.55458273662284,1.5880904626876,0.934212667621403,0.588261619580784,0.337464123690148,0.478657377836134,1.17332399706127e-05,0.991829536626549,0.000121155788360028,8.14011461229835e-05,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"462","Q9BY44",11312.6,11898,13048.9,12153,6098.1,9363.6,7397.5,6429.7,7508.3,7903.7,7585.5,7153.8,8343.2,6391.5,11738.8,7991.4,"Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3",12103.125,722.030448919342,7537.825,307.941740972758,8616.225,2248.31973463889,7322.225,1468.32797284303,1.17672223948322,1.02944460187989,1.65292994957134,1.14306514146985,0.711900852052672,1.17672223948322,0.622799896720888,1.02944460187989,1.65292994957134,0.00200043082555135,0.00287996317269956,0.018939076339927,0.996140068975266,0.575280915216499,0.701809320211747,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"463","P04083",121226.2,70279.5,72252.6,88496.3,55486.5,51014.9,40130.4,59338.1,10535.1,11409.6,9318.4,9666.3,61523.5,50245,59760.5,55936.5,"Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",88063.65,23566.9769087311,10232.35,936.890660642959,56866.375,4992.39579051648,51492.475,8303.23016517267,1.10436282194631,0.198715443373037,1.71022367831416,5.5575087834173,0.645741744749394,1.10436282194631,0.116192662920513,0.198715443373037,1.71022367831416,0.00748701889983228,8.89555314975699e-06,0.0212094044839291,0.0030734417889976,0.931313477211491,0.00114624540495012,"Up in MDAMB231","Up in HCC1806","ns","Up in HCC1806","Up in MCF10A","Up in HCC1806"
"464","Q9H2U2",1381.2,1329.1,1222.1,1844.6,2012,1846,1901.4,1953.9,1937.1,1999.4,1926.8,1888.6,1707.7,1865.2,1882.5,1878.4,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2",1444.25,274.994284789096,1937.975,45.9585592318413,1833.45,84.1576496820105,1928.325,71.0819890455147,0.950799268795457,1.00500434314755,0.748966071590629,0.946064835717695,1.26948243032716,0.950799268795457,1.34185563441232,1.00500434314755,0.748966071590629,0.00312395531243614,0.0026799155215268,0.0146408944046487,0.999713487138282,0.807548441401785,0.759836141292664,"ns","Up in MDAMB231","ns","Up in MCF7","ns","Up in MCF10A"
"465","O75489",2857.2,3103.5,3035.3,3845.1,4493.4,4521.4,4494.8,4048.5,3285.4,3150.7,4106.1,3475,2999.1,2812.6,3300,3393.6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",3210.275,435.768244024275,3504.3,422.678719596812,3126.325,268.457636322754,4389.525,227.71466612115,0.712223987789111,0.798332393596118,0.73134906396478,0.892139656992837,0.973849592324645,0.712223987789111,1.09158872682247,0.798332393596118,0.73134906396478,0.00228729861764765,0.647052591661946,0.986001617396871,0.0175747092075569,0.00130901082484325,0.454561956015538,"ns","ns","Up in MCF10A","ns","Up in MCF10A","Up in MCF10A"
"466","P51580",2584,5163.3,5298,2065.3,838.8,804.7,1837.3,978.6,1136.5,1073.5,1638.1,1201.7,1186.6,1907.9,1082.4,713.1,"Thiopurine S-methyltransferase OS=Homo sapiens OX=9606 GN=TPMT PE=1 SV=1",3777.65,1691.98432715357,1262.45,255.844347211346,1222.5,500.059443133181,1114.85,487.474679684323,1.09656007534646,1.13239449253263,3.38848275552765,0.968355182383461,0.323613886940294,1.09656007534646,0.334189244636216,1.13239449253263,3.38848275552765,0.00725401668036496,0.0107434056295205,0.00965722914915901,0.995711405260638,0.998317611300697,0.999913066792629,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"467","Q99426",3125.6,2638,2744.4,3642.9,4458.3,5319.9,3978.3,4701.2,7288.8,7227.7,6445.2,7821.1,9192,6311.5,7514.5,6548.7,"Tubulin-folding cofactor B OS=Homo sapiens OX=9606 GN=TBCB PE=1 SV=2",3037.725,454.524816887556,7195.7,566.882415791258,7391.675,1308.13365365827,4614.425,558.048656032788,1.60186263727333,1.55939255703582,0.658310623750521,1.02723501535639,2.43329300710235,1.60186263727333,2.36877926737937,1.55939255703582,0.658310623750521,0.0676808064986317,4.47340393697759e-05,2.8257752817118e-05,0.00310141943888054,0.00173745040621898,0.984932435859242,"ns","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF7","ns"
"468","P22528",1885.5,3037.9,2693.6,1011.2,787.4,690.3,898.9,941.4,931.1,1032.6,789.1,991.3,1265.4,850.8,1283.9,1119.5,"Cornifin-B OS=Homo sapiens OX=9606 GN=SPRR1B PE=1 SV=2",2157.05,903.787262947795,936.025,106.447588825049,1129.9,200.067671884623,829.5,113.265205013131,1.36214587100663,1.12842073538276,2.60042194092827,1.20712587804813,0.523817250411441,1.36214587100663,0.433937553603301,1.12842073538276,2.60042194092827,0.00825584329268036,0.0144544682263493,0.040174197971773,0.987984152876367,0.802445949384338,0.93494216924842,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"469","Q9H1E3",513.2,358.8,479.5,1040.6,2465.8,2739.9,1355,1360.1,1831.8,2505.4,1185.7,1913.1,1712.8,691.9,1533.9,1045.4,"Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1",598.025,302.404082589284,1859,540.010030771034,1246,464.778018699967,1980.2,727.633263853891,0.629229370770629,0.938794061205939,0.302002322997677,0.670252824098978,2.08352493624848,0.629229370770629,3.10856569541407,0.938794061205939,0.302002322997677,0.0144384200823005,0.0254184008424264,0.353425599026381,0.987798908519967,0.257504335054869,0.398293864706132,"ns","ns","ns","Up in MCF7","ns","Up in MCF10A"
"470","Q86X29",2676.2,2712.6,2590.1,1634.1,1309.8,1784.3,922,1201.3,1673,1675.4,1790.5,1833.3,2196.1,1686,2326.5,2034.8,"Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens OX=9606 GN=LSR PE=1 SV=4",2403.25,515.332827727221,1743.05,81.4045248537615,2060.85,276.919729645012,1304.35,359.255030120201,1.57998236669606,1.33633610610649,1.84248859585234,1.18232408708872,0.857526266514095,1.57998236669606,0.725288671590554,1.33633610610649,1.84248859585234,0.00352480536478295,0.0790133411891509,0.522152292577078,0.322084681828159,0.0401844549175524,0.579929896963464,"ns","ns","Up in MDAMB231","ns","ns","Up in HCC1806"
"471","Q96GG9",2261.2,3472.1,3398.6,2277.8,1799.7,1951.1,1769.5,1553.8,2115,1735.5,2178.7,1942.6,1734.9,1633.8,2007.6,1956.1,"DCN1-like protein 1 OS=Homo sapiens OX=9606 GN=DCUN1D1 PE=1 SV=1",2852.425,673.806383540554,1992.95,198.506834475122,1833.1,177.89789206171,1768.525,163.720582599338,1.03651347874641,1.12689953492317,1.61288361770402,0.919792267743797,0.642646169487366,1.03651347874641,0.698686205596992,1.12689953492317,1.61288361770402,0.00663207171709779,0.0294956188514105,0.0101631397100488,0.827631856377537,0.994493697360142,0.927385502720959,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"472","Q14694",2830.7,3343.7,3271,3548.4,1973.1,2097.5,2709.2,1924,2659.6,3034.7,2743.1,3039.8,2128.3,2188.9,2350.3,1596.3,"Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2",3248.45,302.250519712815,2869.3,196.916175059338,2065.95,326.818129852063,2175.95,362.921887830793,0.949447367816356,1.31864243204118,1.49288816379053,0.720018819921235,0.635980236728286,0.949447367816356,0.883282796410596,1.31864243204118,1.49288816379053,0.0015293476322118,0.334731654254101,0.000670359072810323,0.0317673953798057,0.954535720338548,0.0129473393332754,"Up in MCF7","Up in HCC1806","ns","ns","Up in MCF7","Up in HCC1806"
"473","Q9P015",1235.6,1415.9,1290.2,1216.3,1747.7,1704.3,1560.2,1525,1284.3,1352.7,1281.3,1174.7,1159,1085.7,1277.3,1368.1,"39S ribosomal protein L15, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL15 PE=1 SV=1",1289.5,89.8904889295858,1273.25,73.5103394088206,1222.525,125.098477875099,1634.3,108.315680613043,0.74804197515756,0.779079728324053,0.78902282322707,0.960161005301394,0.948061264055835,0.74804197515756,0.987398216362931,0.779079728324053,0.78902282322707,0.00203106970131417,0.995627736895339,0.786002944654162,0.00139646528098325,0.000451739624451331,0.891331808621344,"ns","ns","Up in MCF10A","ns","Up in MCF10A","Up in MCF10A"
"474","Q16762",1723,1561.4,1541.8,2093.7,2918,3046.7,2283.4,2482.3,5139.3,5832.4,5187.6,5424.5,2169.9,1664.9,2655.9,2240,"Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4",1729.975,255.715914965547,5395.95,316.534700572728,2182.675,406.399724204303,2682.6,359.380346337043,0.813641616342355,2.01146276000895,0.644887422649668,0.404502450912258,1.26168008208211,0.813641616342355,3.1190913163485,2.01146276000895,0.644887422649668,0.00865605496374267,1.63753981485826e-08,0.283162396665404,4.88842684998048e-07,0.212583991546319,7.34132629132134e-08,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","Up in MCF10A"
"475","A2RRP1",248.4,294.9,285.6,400.3,611.9,699.1,583.6,381.7,420.9,545.2,348.1,394.5,438.3,482.8,396.4,437.6,"NBAS subunit of NRZ tethering complex OS=Homo sapiens OX=9606 GN=NBAS PE=1 SV=2",307.3,65.1737677290488,427.175,84.2412952971008,438.775,35.2866712324451,569.075,134.239645783204,0.771031937793788,0.750647981373281,0.539999121381189,1.02715514718792,1.42783924503742,0.771031937793788,1.39009111617312,0.750647981373281,0.539999121381189,0.00553233630972572,0.263812060989912,0.199994693771478,0.153989999607712,0.205831520823911,0.997527626098194,"ns","ns","ns","ns","ns","Up in MCF10A"
"476","P15291",248.1,215.1,280.5,310.3,604,619.6,393.1,438.1,313.5,358.7,238.1,338.8,776.1,429,530.4,474.5,"Beta-1,4-galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=B4GALT1 PE=1 SV=5",263.5,41.064826798612,312.275,52.7961093894869,552.5,154.727308514044,513.7,114.932762952954,1.07553046525209,0.607893712283434,0.512945298812536,1.76927387719158,2.09677419354839,1.07553046525209,1.18510436432638,0.607893712283434,0.512945298812536,0.0209131547897526,0.904111829164717,0.00816797528253022,0.0676713210554715,0.948035200464569,0.0266478474181434,"Up in MDAMB231","Up in MDAMB231","ns","ns","ns","Up in MCF10A"
"477","P51570",1148.1,988.9,1082.7,1462,1879.9,2485.9,1648.3,1762,6112.5,6758,5945.3,6452.4,2936.1,2458.4,2864.7,1888.3,"Galactokinase OS=Homo sapiens OX=9606 GN=GALK1 PE=1 SV=1",1170.425,205.070221712791,6317.05,361.844943771961,2536.875,480.852606488378,1944.025,373.41974037268,1.30496006995795,3.24946952842685,0.60206273067476,0.401591723985088,2.1674818976013,1.30496006995795,5.39722750283017,3.24946952842685,0.60206273067476,0.0501138743514646,9.79050840399509e-10,0.0010256745567393,5.88987747462966e-09,0.158880824723826,2.98447575541871e-08,"Up in MCF7","Up in MDAMB231","ns","Up in MCF7","Up in MCF7","ns"
